"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","26466","Purchase one-way ticket from Madrid_Atocha to Barcelona-Sants with basic fare","chromium","2026-02-25","passed","2026-02-25","Renfe ticket booking","renfe.spec.js","",""
